0,0,0,0.7443,0
0.002,0,0,-0.5567,0.6
0.004,0,0,-0.3567,1.2
0.006,0,0,-0.1567,1.8
0.008,0,0,0.0433,2.4
0.01,0,0,0.2433,3
0.012,0,0,0.4433,3
0.014,0,0,0.6433,3
0.016,0,0,0.8433,3
0.018,0,0,1.0433,3
0.02,0,0,1.2433,3
0.022,0,0,1.4433,3
0.024,0,0,1.6433,3
0.026,0,0,1.8433,3
0.028,0,0,2.0433,3
0.03,0,0,2.2433,3
0.032,0,0,2.2433,3
0.034,2.6367,0.087891,2.2433,3
0.036,2.4785,0.087891,2.2433,3
0.038,2.3298,0.087891,2.2433,3
0.04,4.8267,0.17578,2.2433,3
0.042,4.5371,0.17578,2.2433,3
0.044,4.2649,0.17578,2.2433,3
0.046,6.6457,0.26367,2.2433,3
0.048,6.247,0.26367,2.2433,3
0.05,8.5089,0.35156,2.2433,3
0.052,7.9984,0.35156,2.2433,3
0.054,10.155,0.43945,2.2433,3
0.056,9.5459,0.43945,2.2433,3
0.058,11.61,0.52734,2.2433,3
0.06,13.55,0.61523,2.2433,3
0.062,12.737,0.61523,2.2433,3
0.064,14.609,0.70312,2.2433,3
0.066,16.37,0.79102,2.2433,3
0.068,15.387,0.79102,2.2433,3
0.07,17.101,0.87891,2.2433,3
0.072,18.712,0.9668,2.2433,3
0.074,20.226,1.0547,2.2433,3
0.076,21.649,1.1426,2.2433,3
0.078,20.35,1.1426,2.2433,3
0.08,21.766,1.2305,2.2433,3
0.082,23.096,1.3184,2.2433,3
0.084,24.347,1.4062,2.2433,3
0.086,25.523,1.4941,2.2433,3
0.088,23.992,1.4941,2.2433,3
0.09,27.826,1.6699,2.2433,3
0.092,28.793,1.7578,2.2433,3
0.094,27.065,1.7578,2.2433,3
0.096,28.078,1.8457,2.2433,3
0.098,29.03,1.9336,2.2433,3
0.1,29.925,2.0215,2.2433,3
0.102,30.766,2.1094,2.2433,3
0.104,31.557,2.1973,2.2433,3
0.106,32.3,2.2852,2.2433,3
0.108,32.999,2.373,2.2433,3
0.11,33.656,2.4609,2.2433,3
0.112,34.273,2.5488,2.2433,3
0.114,34.853,2.6367,2.2433,3
0.116,35.399,2.7246,2.2433,3
0.118,35.912,2.8125,2.2433,3
0.12,36.394,2.9004,2.2433,3
0.122,36.847,2.9883,2.2433,3
0.124,37.273,3.0762,2.2433,3
0.126,37.673,3.1641,2.2433,3
0.128,38.049,3.252,2.2433,3
0.13,38.403,3.3398,2.2433,3
0.132,38.736,3.4277,2.2433,3
0.134,39.048,3.5156,2.2433,3
0.136,39.342,3.6035,2.2433,3
0.138,39.618,3.6914,2.2433,3
0.14,39.878,3.7793,2.2433,3
0.142,40.122,3.8672,2.2433,3
0.144,40.351,3.9551,2.2433,3
0.146,40.567,4.043,2.2433,3
0.148,40.77,4.1309,2.2433,3
0.15,43.597,4.3066,2.2433,3
0.152,43.618,4.3945,2.2433,3
0.154,43.638,4.4824,2.2433,3
0.156,43.656,4.5703,2.2433,3
0.158,43.673,4.6582,2.2433,3
0.16,43.69,4.7461,2.2433,3
0.162,43.705,4.834,2.2433,3
0.164,43.719,4.9219,2.2433,3
0.166,46.37,5.0977,2.2433,3
0.168,46.224,5.1855,2.2433,3
0.17,46.087,5.2734,2.2433,3
0.172,45.959,5.3613,2.2433,3
0.174,45.838,5.4492,2.2433,3
0.176,45.725,5.5371,2.2433,3
0.178,45.618,5.625,2.2433,3
0.18,45.517,5.7129,2.2433,3
0.182,48.06,5.8887,2.2433,3
0.184,45.176,5.8887,2.2433,3
0.186,47.739,6.0645,2.2433,3
0.188,47.512,6.1523,2.2433,3
0.19,47.298,6.2402,2.2433,3
0.192,47.096,6.3281,2.2433,3
0.194,46.907,6.416,2.2433,3
0.196,46.73,6.5039,2.2433,3
0.198,49.199,6.6797,2.2433,3
0.2,48.884,6.7676,2.2433,3
0.202,48.588,6.8555,2.2433,3
0.204,48.309,6.9434,2.2433,3
0.206,48.047,7.0312,2.2433,3
0.208,50.438,7.207,2.2433,3
0.21,50.048,7.2949,2.2433,3
0.212,49.682,7.3828,2.2433,3
0.214,49.338,7.4707,2.2433,3
0.216,49.014,7.5586,2.2433,3
0.218,51.347,7.7344,2.2433,3
0.22,50.903,7.8223,2.2433,3
0.222,47.849,7.8223,2.2433,3
0.224,50.251,7.998,2.2433,3
0.226,49.873,8.0859,2.2433,3
0.228,49.517,8.1738,2.2433,3
0.23,49.183,8.2617,2.2433,3
0.232,51.505,8.4375,2.2433,3
0.234,51.052,8.5254,2.2433,3
0.236,50.625,8.6133,2.2433,3
0.238,50.225,8.7012,2.2433,3
0.24,49.848,8.7891,2.2433,3
0.242,52.13,8.9648,2.2433,3
0.244,51.639,9.0527,2.2433,3
0.246,51.178,9.1406,2.2433,3
0.248,50.744,9.2285,2.2433,3
0.25,50.336,9.3164,2.2433,3
0.252,52.589,9.4922,2.2433,3
0.254,52.07,9.5801,2.2433,3
0.256,51.583,9.668,2.2433,3
0.258,51.125,9.7559,2.2433,3
0.26,50.694,9.8438,2.2433,3
0.262,52.926,10.02,2.2433,3
0.264,49.75,10.02,2.2433,3
0.266,52.039,10.195,2.2433,3
0.268,51.553,10.283,2.2433,3
0.27,51.097,10.371,2.2433,3
0.272,50.667,10.459,2.2433,3
0.274,50.264,10.547,2.2433,3
0.276,52.522,10.723,2.2433,3
0.278,52.007,10.811,2.2433,3
0.28,51.523,10.898,2.2433,3
0.282,51.069,10.986,2.2433,3
0.284,50.641,11.074,2.2433,3
0.286,52.876,11.25,2.2433,3
0.288,52.34,11.338,2.2433,3
0.29,51.837,11.426,2.2433,3
0.292,51.363,11.514,2.2433,3
0.294,53.555,11.689,2.2433,3
0.296,52.978,11.777,2.2433,3
0.298,52.436,11.865,2.2433,3
0.3,51.927,11.953,2.2433,3
0.302,51.448,12.041,2.2433,3
0.304,53.635,12.217,2.2433,3
0.306,53.053,12.305,2.2433,3
0.308,52.507,12.393,2.2433,3
0.31,51.993,12.48,2.2433,3
0.312,51.51,12.568,2.2433,3
0.314,51.056,12.656,2.2433,3
0.316,50.63,12.744,2.2433,3
0.318,52.865,12.92,2.2433,3
0.32,52.33,13.008,2.2433,3
0.322,51.827,13.096,2.2433,3
0.324,51.354,13.184,2.2433,3
0.326,53.546,13.359,2.2433,3
0.328,52.97,13.447,2.2433,3
0.33,52.429,13.535,2.2433,3
0.332,51.92,13.623,2.2433,3
0.334,54.078,13.799,2.2433,3
0.336,53.47,13.887,2.2433,3
0.338,52.899,13.975,2.2433,3
0.34,52.361,14.062,2.2433,3
0.342,54.493,14.238,2.2433,3
0.344,53.86,14.326,2.2433,3
0.346,53.265,14.414,2.2433,3
0.348,52.706,14.502,2.2433,3
0.35,52.18,14.59,2.2433,3
0.352,51.686,14.678,2.2433,3
0.354,51.222,14.766,2.2433,3
0.356,53.422,14.941,2.2433,3
0.358,52.853,15.029,2.2433,3
0.36,52.319,15.117,2.2433,3
0.362,51.817,15.205,2.2433,3
0.364,53.981,15.381,2.2433,3
0.366,53.379,15.469,2.2433,3
0.368,52.813,15.557,2.2433,3
0.37,52.281,15.645,2.2433,3
0.372,54.417,15.82,2.2433,3
0.374,53.789,15.908,2.2433,3
0.376,53.198,15.996,2.2433,3
0.378,52.643,16.084,2.2433,3
0.38,54.758,16.26,2.2433,3
0.382,54.109,16.348,2.2433,3
0.384,53.499,16.436,2.2433,3
0.386,52.926,16.523,2.2433,3
0.388,55.024,16.699,2.2433,3
0.39,54.359,16.787,2.2433,3
0.392,53.735,16.875,2.2433,3
0.394,53.147,16.963,2.2433,3
0.396,52.595,17.051,2.2433,3
0.398,52.076,17.139,2.2433,3
0.4,54.225,17.314,2.2433,3
0.402,53.608,17.402,2.2433,3
0.404,53.028,17.49,2.2433,3
0.406,52.483,17.578,2.2433,3
0.408,54.608,17.754,2.2433,3
0.41,53.968,17.842,2.2433,3
0.412,53.367,17.93,2.2433,3
0.414,52.801,18.018,2.2433,3
0.416,54.907,18.193,2.2433,3
0.418,54.249,18.281,2.2433,3
0.42,53.631,18.369,2.2433,3
0.422,53.05,18.457,2.2433,3
0.424,55.14,18.633,2.2433,3
0.426,54.468,18.721,2.2433,3
0.428,53.837,18.809,2.2433,3
0.43,53.244,18.896,2.2433,3
0.432,55.322,19.072,2.2433,3
0.434,54.64,19.16,2.2433,3
0.436,53.998,19.248,2.2433,3
0.438,53.395,19.336,2.2433,3
0.44,52.828,19.424,2.2433,3
0.442,52.295,19.512,2.2433,3
0.444,54.431,19.688,2.2433,3
0.446,53.802,19.775,2.2433,3
0.448,53.21,19.863,2.2433,3
0.45,55.291,20.039,2.2433,3
0.452,54.61,20.127,2.2433,3
0.454,53.97,20.215,2.2433,3
0.456,53.369,20.303,2.2433,3
0.458,55.44,20.479,2.2433,3
0.46,54.751,20.566,2.2433,3
0.462,54.102,20.654,2.2433,3
0.464,53.493,20.742,2.2433,3
0.466,55.557,20.918,2.2433,3
0.468,54.86,21.006,2.2433,3
0.47,54.205,21.094,2.2433,3
0.472,53.59,21.182,2.2433,3
